Species,Family,Signal_Type,Fppeak,Fp_mean_K,Fp_max,Fp_min,Dur,IPI,Data
Taphozous mauritianus,Emballonuridae,QCF,22.4,,24.9,18.5,22,311,complete
Taphozous mauritianus,Emballonuridae,QCF,24.9,,30.7,22.9,20,129,complete
Taphozous mauritianus,Emballonuridae,QCF,21.9,,23.9,18.5,28,301,complete
Taphozous mauritianus,Emballonuridae,QCF,23.4,,31.2,21.9,20,182,complete
Taphozous mauritianus,Emballonuridae,QCF,22.9,,26.3,20.9,20,159,complete
Taphozous mauritianus,Emballonuridae,QCF,22.9,,25.8,20,14,380,complete
Taphozous mauritianus,Emballonuridae,QCF,25.8,,34.6,22.9,8,221,complete
Taphozous mauritianus,Emballonuridae,QCF,22.9,,25.8,20.5,34,200,complete
Taphozous mauritianus,Emballonuridae,QCF,25.3,,33.2,23.4,18,210,complete
Taphozous mauritianus,Emballonuridae,QCF,23.4,,26.8,20,30,190,complete
Taphozous mauritianus,Emballonuridae,QCF,25.3,,35.6,23.4,20,212,complete
Taphozous mauritianus,Emballonuridae,QCF,22.4,,26.3,20,40,200,complete
Taphozous mauritianus,Emballonuridae,QCF,26.3,,36.6,24.4,18,186,complete
Taphozous mauritianus,Emballonuridae,QCF,22.4,,25.8,20,49,212,complete
Taphozous mauritianus,Emballonuridae,QCF,25.8,,33.2,22.9,28,227,complete
Taphozous mauritianus,Emballonuridae,QCF,22.4,,24.9,20,57,235,complete
Taphozous mauritianus,Emballonuridae,QCF,25.3,,31.7,22.4,24,215,complete
Taphozous mauritianus,Emballonuridae,QCF,21.9,,24.9,19.5,53,239,complete
Taphozous mauritianus,Emballonuridae,QCF,27.3,,33.6,22.4,30,126,complete
Taphozous mauritianus,Emballonuridae,QCF,24.9,,30.2,20.9,36,188,complete
Taphozous mauritianus,Emballonuridae,QCF,22.9,,26.8,21.9,26,436,complete
Taphozous mauritianus,Emballonuridae,QCF,24.4,,30.2,20,10,215,complete
Taphozous mauritianus,Emballonuridae,QCF,22.4,,25.8,20.9,26,208,complete
Taphozous mauritianus,Emballonuridae,QCF,21.9,,24.4,20,16,270,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.498,92.188,102,90,8.047,29.31,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.313,88.009,102,91.5,7.579,30.328,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.966,91.565,100.5,90,8.838,39.218,complete
Triaenops menamena,Rhinonycteridae,CF/FM,91.966,90.866,102,88.5,8.647,34.512,complete
Triaenops menamena,Rhinonycteridae,CF/FM,94.228,90.142,99,91.5,5.827,89.155,complete
Triaenops menamena,Rhinonycteridae,CF/FM,94.373,92.698,102,91.5,7.153,38.956,complete
Triaenops menamena,Rhinonycteridae,CF/FM,81.067,77.366,87,78,6.717,40.525,complete
Triaenops menamena,Rhinonycteridae,CF/FM,81.177,78.449,87,78,7.115,35.035,complete
Triaenops menamena,Rhinonycteridae,CF/FM,82.045,80.386,88.5,79.5,7.095,26.407,complete
Triaenops menamena,Rhinonycteridae,CF/FM,81.918,79.753,88.5,79.5,6.127,18.825,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.347,87.775,102,90,4.966,20.132,complete
Triaenops menamena,Rhinonycteridae,CF/FM,94.485,88.909,102,91.5,5.415,23.008,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.035,85.771,102,90,5.024,33.989,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.487,87.488,102,90,7.167,20.916,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.667,89.122,99,90,8.165,70.331,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.414,90.942,102,93,6.695,25.662,complete
Triaenops menamena,Rhinonycteridae,CF/FM,91.923,87.592,103.5,90,7.129,44.447,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.418,88.506,102,90,6.853,18.563,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.61,87.391,102,90,6.648,29.283,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.428,90.426,103.5,90,7.747,35.819,complete
Triaenops menamena,Rhinonycteridae,CF/FM,91.709,86.454,102,88.5,6.795,37.911,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.467,91.687,102,90,7.837,187.984,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.916,88.919,102,91.5,7.233,35.035,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.889,84.341,102,91.5,5.175,13.334,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.208,86.597,102,91.5,4.39,12.027,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.44,89.651,102,90,4.487,13.596,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.039,81.953,102,90,7.612,33.204,complete
Triaenops menamena,Rhinonycteridae,CF/FM,91.547,86.243,102,88.5,3.901,18.563,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.742,86.175,102,90,5.002,96.476,complete
Triaenops menamena,Rhinonycteridae,CF/FM,80.908,80.298,87,78,6.595,16.994,complete
Triaenops menamena,Rhinonycteridae,CF/FM,80.981,79.405,87,78,6.12,16.471,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.418,85.424,102,91.5,5.853,27.114,complete
Triaenops menamena,Rhinonycteridae,CF/FM,80.938,85.78,88.5,70.5,5.757,16.733,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.085,89.1,102,90,5.677,18.04,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.27,85.016,102,91.5,5.517,18.563,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.464,89.098,102,91.5,5.073,20.393,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.055,88.802,97.5,90,5.311,19.347,complete
Triaenops menamena,Rhinonycteridae,CF/FM,94.177,87.961,102,91.5,5.105,12.811,complete
Triaenops menamena,Rhinonycteridae,CF/FM,80.875,83.23,87,72,4.518,14.641,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.151,84.594,102,90,7.306,19.609,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.263,87.597,102,90,6.433,14.118,complete
Triaenops menamena,Rhinonycteridae,CF/FM,79.373,83.624,87,69,4.978,10.458,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.5,87.629,102,91.5,5.179,23.008,complete
Triaenops menamena,Rhinonycteridae,CF/FM,90.063,87.526,102,87,4.536,11.504,complete
Triaenops menamena,Rhinonycteridae,CF/FM,90.138,87.899,100.5,87,5.59,13.596,complete
Triaenops menamena,Rhinonycteridae,CF/FM,81.869,79.635,86,80,6.668,14.641,complete
Triaenops menamena,Rhinonycteridae,CF/FM,81.65,76.109,87,80,6.26,10.197,complete
Triaenops menamena,Rhinonycteridae,CF/FM,90.967,85.994,94,89,7.111,18.825,complete
Triaenops menamena,Rhinonycteridae,CF/FM,91.883,88.254,96,90,7.962,46.8,complete
Triaenops menamena,Rhinonycteridae,CF/FM,95.592,92.419,100,93,6.207,21.962,complete
Triaenops menamena,Rhinonycteridae,CF/FM,95.712,94.065,100,91,5.744,26.407,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.604,90.951,97,91,5.38,17.256,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.638,91.561,97,91,5.428,32.681,complete
Triaenops menamena,Rhinonycteridae,CF/FM,94.372,93.153,98,92,4.862,14.118,complete
Triaenops menamena,Rhinonycteridae,CF/FM,94.327,93.225,99,91,5.449,17.779,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.785,86.772,98,92,6.89,22.746,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.739,88.427,98,92,6.521,18.04,complete
Triaenops menamena,Rhinonycteridae,CF/FM,81.624,79.307,88,80,6.694,19.87,complete
Triaenops menamena,Rhinonycteridae,CF/FM,81.397,78.748,88,80,6.721,35.035,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.869,90.484,102,92,5.348,50.199,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.822,92.686,101,91,6.064,37.911,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.184,88.222,102,91,82.237,18.825,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.283,88.012,102,91,7.063,14.903,complete
Triaenops menamena,Rhinonycteridae,CF/FM,94.953,91.262,102,93,4.881,15.949,complete
Triaenops menamena,Rhinonycteridae,CF/FM,94.751,91.866,102,92,4.901,13.334,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.168,90.011,102,91,6.254,13.596,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.356,91.42,101,90,8.407,42.878,complete
Triaenops menamena,Rhinonycteridae,CF/FM,95.728,94.043,102,93,7.162,37.126,complete
Triaenops menamena,Rhinonycteridae,CF/FM,95.735,95.256,102,93,7.861,32.42,complete
Triaenops menamena,Rhinonycteridae,CF/FM,96.302,92.841,102,93,6.67,14.38,complete
Triaenops menamena,Rhinonycteridae,CF/FM,94.99,93.575,98,93,7.112,32.42,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.145,82.829,96,91,6.968,25.361,complete
Triaenops menamena,Rhinonycteridae,CF/FM,95.226,87.081,102,93,7.408,22.223,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.868,88.036,102,92,5.673,65.886,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.979,89.2,96,92,6.663,35.035,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.57,90.197,103,91,5.609,23.008,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.28,89.789,103,91,7.099,24.576,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.558,87.476,102,90,6.516,18.302,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.603,85.963,102,91,5.759,32.682,complete
Triaenops menamena,Rhinonycteridae,CF/FM,96.28,91.8,102,95,4.02,9.674,complete
Triaenops menamena,Rhinonycteridae,CF/FM,96.27,93.93,102,94,4.626,10.72,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.218,92.06,102,91,8.083,83.142,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.838,91.442,102,91,8.576,38.956,complete
Triaenops menamena,Rhinonycteridae,CF/FM,94.371,89.326,101,92,6.871,16.21,complete
Triaenops menamena,Rhinonycteridae,CF/FM,95.586,93.01,102,94,7.12,18.563,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.094,88.194,102,91,6.323,17.517,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.404,89.499,102,92,6.118,16.733,complete
Triaenops menamena,Rhinonycteridae,CF/FM,94.039,92.651,101,92,9.988,44.97,complete
Triaenops menamena,Rhinonycteridae,CF/FM,94.397,91.473,102,92,8.824,60.657,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.649,89.729,102,89,6.591,34.773,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.187,88.414,102,91,6.894,22.223,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.399,90.888,103,90,5.7,35.557,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.403,90.775,102,90,5.525,29.554,complete
Triaenops menamena,Rhinonycteridae,CF/FM,91.71,88.004,101,90,8.353,38.956,complete
Triaenops menamena,Rhinonycteridae,CF/FM,91.929,87.84,102,90,6.826,34.512,complete
Triaenops menamena,Rhinonycteridae,CF/FM,83.248,82.37,89,81,9.628,43.401,complete
Triaenops menamena,Rhinonycteridae,CF/FM,83.326,82.879,90,81,9.987,37.649,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.69,88.841,98,90,6.568,17.517,complete
Triaenops menamena,Rhinonycteridae,CF/FM,93.393,91.05,102,91,7.139,22.485,complete
Triaenops menamena,Rhinonycteridae,CF/FM,82.739,75.924,87,80,5.851,23.008,complete
Triaenops menamena,Rhinonycteridae,CF/FM,82.853,79.771,87,80,5.61,21.962,complete
Triaenops menamena,Rhinonycteridae,CF/FM,96.095,92.85,98,94,6.335,69.546,complete
Triaenops menamena,Rhinonycteridae,CF/FM,96.173,93.853,102,94,6.522,64.579,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.594,88.147,97,91,5.828,18.825,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.058,87.226,98,89,6.081,14.903,complete
Triaenops menamena,Rhinonycteridae,CF/FM,81.226,76.641,87,79,5.754,14.118,complete
Triaenops menamena,Rhinonycteridae,CF/FM,81.277,78.746,90,79,5.628,16.733,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.945,86.096,98,91,4.614,13.073,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.902,87.497,98,91,4.634,16.994,complete
Triaenops menamena,Rhinonycteridae,CF/FM,95.26,91.586,102,92,5.815,12.027,complete
Triaenops menamena,Rhinonycteridae,CF/FM,95.283,93.229,102,93,5.147,12.55,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.908,91.454,98,91,5.63,20.393,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.887,90.746,97,91,5.489,19.086,complete
Triaenops menamena,Rhinonycteridae,CF/FM,94.665,90.806,102,93,5.035,14.118,complete
Triaenops menamena,Rhinonycteridae,CF/FM,94.581,89.693,99,93,3.93,15.164,complete
Triaenops menamena,Rhinonycteridae,CF/FM,83.417,76.551,89,82,7.87,30.067,complete
Triaenops menamena,Rhinonycteridae,CF/FM,83.392,75.978,89,82,7.363,23.008,complete
Triaenops menamena,Rhinonycteridae,CF/FM,83.089,78.872,89,81,7.177,19.87,complete
Triaenops menamena,Rhinonycteridae,CF/FM,82.997,78.436,88,81,6.216,15.687,complete
Triaenops menamena,Rhinonycteridae,CF/FM,94.683,89.671,102,92,6.341,14.38,complete
Triaenops menamena,Rhinonycteridae,CF/FM,95.003,88.628,102,93,6.102,16.994,complete
Triaenops menamena,Rhinonycteridae,CF/FM,95.094,90.46,102,93,5.95,14.38,complete
Triaenops menamena,Rhinonycteridae,CF/FM,95.131,91.446,102,93,6.12,20.655,complete
Triaenops menamena,Rhinonycteridae,CF/FM,94.571,88.395,102,92,7.452,13.073,complete
Triaenops menamena,Rhinonycteridae,CF/FM,94.739,89.923,99,93,6.178,15.426,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.415,89.517,103,91,6.002,20.916,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.357,89.735,98,90,5.972,18.04,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.351,88.979,98,90,4.68,12.027,complete
Triaenops menamena,Rhinonycteridae,CF/FM,92.717,91.471,101,90,5.381,11.765,complete
Triaenops menamena,Rhinonycteridae,CF/FM,94.329,91.212,102,92,4.329,9.506,complete
Triaenops menamena,Rhinonycteridae,CF/FM,94.359,88.385,102,92,5.753,14.641,complete
Triaenops menamena,Rhinonycteridae,CF/FM,81.657,78.68,88,79,5.219,19.346,complete
Triaenops menamena,Rhinonycteridae,CF/FM,81.32,79.111,90,79,5.638,20.916,complete
Triaenops menamena,Rhinonycteridae,CF/FM,69.176,74.084,73,67,3.059,34.711,complete
Triaenops menamena,Rhinonycteridae,CF/FM,69.207,70.871,72,63,3.786,15.062,complete
Triaenops menamena,Rhinonycteridae,CF/FM,69.165,73.877,74,62,2.862,15.062,complete
Triaenops menamena,Rhinonycteridae,CF/FM,69.238,70.084,73,62,4.818,23.739,complete
Triaenops menamena,Rhinonycteridae,CF/FM,69.189,72.956,74,62,2.508,27.729,complete
Triaenops menamena,Rhinonycteridae,CF/FM,69.132,73.496,72,59,4.383,13.856,complete
Triaenops menamena,Rhinonycteridae,CF/FM,89,,101,80,5,39,complete
Triaenops menamena,Rhinonycteridae,CF/FM,89,,99,76,7,37,complete
Triaenops menamena,Rhinonycteridae,CF/FM,89,,99,70,5,47,complete
Triaenops menamena,Rhinonycteridae,CF/FM,89,,99,78,2,118,complete
Triaenops menamena,Rhinonycteridae,CF/FM,89,,99,83,6,121,complete
Triaenops menamena,Rhinonycteridae,CF/FM,89,,99,82,6,55,complete
Triaenops menamena,Rhinonycteridae,CF/FM,89,,99,80,8,38,complete
Triaenops menamena,Rhinonycteridae,CF/FM,89,,99,80,9,27,complete
Triaenops menamena,Rhinonycteridae,CF/FM,91,,101,80,5,42,complete
Triaenops menamena,Rhinonycteridae,CF/FM,89,,99,83,7,30,complete
Triaenops menamena,Rhinonycteridae,CF/FM,89,,99,80,9,35,complete
Triaenops menamena,Rhinonycteridae,CF/FM,91,,99,80,8,35,complete
Triaenops menamena,Rhinonycteridae,CF/FM,89,,99,82,7,118,complete
Triaenops menamena,Rhinonycteridae,CF/FM,91,,101,76,8,37,complete
Triaenops menamena,Rhinonycteridae,CF/FM,91,,101,80,5,42,complete
Triaenops menamena,Rhinonycteridae,CF/FM,91,,99,76,7,32,complete
Triaenops menamena,Rhinonycteridae,CF/FM,91,,101,78,8,31,complete
Triaenops menamena,Rhinonycteridae,CF/FM,90.3,,93.3,88.8,10,80,complete
Triaenops menamena,Rhinonycteridae,CF/FM,90,,93,88.1,4,69,complete
Triaenops menamena,Rhinonycteridae,CF/FM,89.6,,92.2,87.7,7,169.3,complete
Triaenops menamena,Rhinonycteridae,CF/FM,90,,91.8,87.7,8,44.6,complete
Triaenops menamena,Rhinonycteridae,CF/FM,89.2,,91.1,87,6.3,54,complete
Triaenops menamena,Rhinonycteridae,CF/FM,89,,101,80,5.8,,complete
Triaenops menamena,Rhinonycteridae,CF/FM,89,,99,76,7.6,37.3,complete
Triaenops menamena,Rhinonycteridae,CF/FM,89,,99,70,5.8,47.3,complete
Triaenops menamena,Rhinonycteridae,CF/FM,89,,99,78,2.8,118.5,complete
Triaenops menamena,Rhinonycteridae,CF/FM,89,,99,83,6.9,121.3,complete
